index,content,token
594,They go in this building with an open door.,43
595,There's shots fired.,20
596,One of the cops killed one of the other cops.,45
597,"So, so, so just, you know, friendly fire, death.",48
598,"That right there, if you, if you take that and you just extrapolate that over how hard it is to be a police officer, that you can be going into a building and you shoot one of your friends because you think they're bad.",219
599,That is a real problem.,23
600,That's how hard this job is.,28
601,"My point is that's how hard this job is, but we have to do a better job of explaining that.",91
602,We have to do a better job of explaining how hard this job is.,62
603,"As far as the, hey, don't talk about black on black violence.",61
604,"I was trying to, I was talking with my podcast, bro, Echo Charles, who's a black guy.",85
605,"And we were talking about that and I said, you know, I think it might have a little bit to do with this.",104
606,"If you were, if you're watching UFC and there's two guys that are fighting and the round ends, like just, just at the end of the round, all of a sudden the referee comes in and like punches one of the, like, like just, just, just, more tight kicks a guy in the head and knocks him out.",285
607,"Everyone would be completely, utterly outraged about this, right?",65
608,Because that guy wasn't in the game.,36
609,"What the, what's that guy doing?",32
610,So I think there's a little bit of that.,40
611,"That's the, the referee is supposed to not do that.",51
612,"And when you see a cop, the thought is, hey, that guy's like, that guy's viewed as a referee.",93
613,That guy's not supposed to be doing this.,41
614,"So I think that is kind of where some of that, that, that outrage comes from because this is a cop.",99
615,This isn't supposed to be happening here.,41
616,"This guy is no, not supposed to be killing people.",50
617,And he did.,11
618,That's also that the cop is just a person who has this extraordinary power.,75
619,Yes.,4
620,And extraordinary responsibility too.,37
621,"What's terrifying to me is that what, what, what I'm looking at this idea to defund the police and then I'm thinking, like, what are these, what are these neighborhoods look like if you wind up doing that?",205
622,And then how do you get back out of that?,41
623,What do you do?,15
624,Refund the police?,18
625,Do you ramp it up and do it better next time?,45
626,"I mean, this is a long process.",31
627,"You're looking at a lot of trial and error here over, you know, perhaps multiple years before they figure out what, what they fucked up.",136
628,Yeah.,5
629,"And I know there's some, there's some city.",43
630,I think it's in New Jersey.,27
631,That.,5
632,Camden.,7
633,Yes.,4
634,"That completely disband, dismantled their police.",49
635,But then they rebuilt a new police department.,46
636,And I actually get that.,24
637,Like you could get a department that was so completely and utterly corrupt.,75
638,Yeah.,5
639,You know what?,14
640,We're getting rid of all of them.,33
641,Did you ever see cocaine cowboys?,33
642,No.,3
643,Great documentary.,18
644,"But one of the things it talks about is the corruption during the cocaine era of the 80s where the entire graduating police force, the entire, from the police academy, the entire graduating year, everyone was either murdered or went to jail for corruption.",256
645,"Everyone, the entire graduating class.",38
646,That's how bad it was.,22
647,"So if you have that kind of, that kind of problem, I get it.",60
648,You might want to dismantle that police force.,46
649,You know what happens in the SEAL team sometimes.,49
650,"Sometimes there's a platoon that's so bad that they just, they just dismantled the whole platoon.",97
651,How often does that?,20
652,Very rarely.,12
653,But it does happen.,19
654,Really?,7
655,Yeah.,5
656,What causes something like that?,32
657,"Usually there, well, the problem is bad leadership.",51
658,"It's always bad leadership because you can take a bunch of knuckleheads and you give them a good leader and they'll do, they'll do fine.",136
659,So it's always comes down to the leadership.,44
660,So sometimes they'll replace a leader.,38
661,"But if the, and usually when they replace a leader, you'll watch the platoon will turn around almost instantly because someone steps in and says, all right, here's what we're doing.",181
662,Here's how we're doing it.,26
663,And they make that change.,26
664,"But sometimes you have just like a bad platoon and they say, you know what?",75
665,You guys are done.,18
666,It seems incredibly difficult to be a good leader.,50
667,"One of the more interesting things about what you're doing with your platform, whether it's your podcast or the Instagram videos that you put out, you're showing what good leadership is.",186
