title,index,content,token
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",0," battle not with monsters, lest ye become a monster.",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",214,The spirit that you must emulate in order to thrive.,52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",215,"So it's a kind of in one sense when we say the human spirit, it's that.",71
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",216,It's an animating principle.,28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",217,"Yeah, it's a meta.",18
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",218,It's a pattern.,15
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",219,"And you might say, well, what's the pattern?",44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",220,"Okay, well, I can tell you that to some degree.",47
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",221,"Imagine that like your grip by beauty, your grip by admiration.",63
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",222,So and you can just notice this.,32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",223,This isn't propositional.,25
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",224,You have to notice it.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",225,It's like a hole.,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",226,Turns out I admire that person.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",227,Hmm.,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",228,So what does that mean?,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",229,"Well, it means I would like to be like him or her.",50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",230,That's what admiration means.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",231,It means there's something about the way they are that compels imitation.,73
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",232,Another instinct or inspires respect or awe even.,49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",233,"Okay, what is that that grips you?",34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",234,"Well, I don't know.",19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",235,"Well, let's say, okay, fine, but it grips you.",46
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",236,And you want to be like that.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",237,"Kids hero worship, for example, so do adults for that matter, unless they become entirely cynical.",98
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",238,I worship quite a quite a few heroes.,37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",239,"Well, there you go.",19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",240,Probably.,9
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",241,Yes.,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",242,"Well, there you go.",19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",243,"And there's no that worship, that celebration and proclivity to imitate is worship.",83
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",244,That's what worship means most fundamentally.,45
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",245,Now imagine you took the set of all admirable people and you extracted out AI learning.,87
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",246,You extracted out the central features of what constitutes admirable.,69
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",247,And then you did that repeatedly until you purified it to what was most admirable.,82
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",248,That's as good as you're going to get in in terms of a representation of God.,77
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",249,"And you might say, well, I don't believe in that.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",250,"It's like, well, what do you mean?",34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",251,"Yeah, it's not a set of propositional facts.",44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",252,It's not a scientific theory about the structure of the object of world.,72
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",253,"And then I could say something about that too, because I've been thinking about this a lot, especially since talking to Richard Dawkins.",136
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",254,"It's like, okay, the postmodernist types going back way before Dairadan Foucault, maybe back to Nietzsche, who I admire greatly, by the way, says, God is dead.",159
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",255,"It's like, okay, but Nietzsche said, God is dead and we have killed him and we'll not find enough water to wash away all the blood.",131
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",256,So that was Nietzsche.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",257,He's no fool.,13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",258,He's got a way with words.,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",259,He certainly does.,18
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",260,"And so then you think, okay, well, we killed the transcendent.",62
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",261,"Well, what does that mean for science?",38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",262,"Well, it frees it up because all that nonsense about a deity is the idiot superstition that stops the scientific process from moving forward.",141
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",263,"That's basically the new atheist claim, something like that.",60
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",264,"It's like, wait a second.",25
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",265,Do you believe in the transcendent if you're a scientist?,57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",266,"And the answer is, well, not only do you believe in it, you believe in it more than anything else, because if you're a scientist, you believe in what objects to your theory, more than you believe in your theory.",211
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",267,"Now, we got to think that through very carefully.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",268,"So your theory describes the world and as far as you're concerned, your description of the world is the world.",110
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",269,"But because you're a scientist, you think, well, even though that's my description of the world and that's what I believe, there's something beyond what I believe.",163
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",270,And that's the object.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",271,And so I'm going to throw my theory against the object and see where it'll break.,81
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",272,And then I'm going to use the evidence of the break as a source of new information to revitalize my theory.,107
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",273,"So as a scientist, you have to posit the existence of the ontological transcendent before you can move forward at all.",118
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",274,"But more, you have to posit that contact with the ontological transcendent, annoying though it is because it upsets your apple cart is exactly what will in fact set you free.",174
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",275,So then you accept the proposition that there is a transcendent reality.,72
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",276,"And that the that contact with that transcend reality is redemptive in the most fundamental sense because if it wasn't, well, why would you bother making contact with it?",170
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",277,You're going to make everything worse or better.,48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",278,Why does the contact with the transcendent set you free as a scientist?,71
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",279,"Because you assume that you assume, I mean freedom in the most fundamental sense.",81
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",280,"It's like, well, freedom from want, freedom from disease, freedom from ignorance, right?",88
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",281,That it informs you.,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",282,So the logo is in it.,21
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",283,Science.,8
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",284,It is definitely that.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",285,"Yeah, it's the direction, let's say, the directionality of science.",67
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",286,"That's a narrative direction, not a scientific direction.",57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",287,"And then the question is, what is the narrative?",48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",288,"Well, it posits a transcendent reality.",39
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",289,It posits that the transcendent reality is corrective.,54
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",290,It posits that our knowledge structures should be regarded with humility.,73
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",291,It posits that you should bow down in the face of the transcendent evidence.,76
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",292,And you have to take a vow.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",293,You know this as a scientist.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",294,You have to take a vow to follow that path.,43
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",295,"If you're going to be a real scientist, it's like the truth, no matter what.",76
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",296,And that means you posit the truth as a redemptive force.,57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",297,"Well, what does redemptive mean?",32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",298,"Well, why bother with science?",30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",299,"Well, so people don't starve.",29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",300,So people can move about more effectively.,42
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",301,"So life can be more abundant, right?",36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",302,So it's all ensconced within an underlying ethic.,49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",303,"So the reason I was saying that while we were talking about belief in God, it's like, this is a very complicated topic, right?",126
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",304,Do you believe in a transcendent reality?,41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",305,"So, okay, now let's say you buy the argument I just made on the natural front.",78
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",306,"You say, yeah, yeah, that's just nature.",40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",307,That's not God.,15
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",308,"And then I'd say, well, what makes you think you know what nature is?",69
